iter	Logloss
216	0.1337718598
217	0.1332900347
218	0.1329045238
219	0.1322117
220	0.1315852148
221	0.131282345
222	0.1309952918
223	0.1303859553
224	0.1300846171
225	0.1295540675
226	0.1290724329
227	0.1285341966
228	0.127903279
229	0.1274083905
230	0.1270515965
231	0.1265996255
232	0.1262252837
233	0.1256767794
234	0.1251548386
235	0.1246761779
236	0.1242538472
237	0.1237599757
238	0.1232505737
239	0.122764816
240	0.1222855573
241	0.1219374963
242	0.1214233774
243	0.1211701646
244	0.1207516749
245	0.1202762271
246	0.1198933002
247	0.1195981014
248	0.1192381943
249	0.1189328244
250	0.1185181091
251	0.1182504523
252	0.118045035
253	0.1175768995
254	0.1171689272
255	0.1168266134
256	0.1163797617
257	0.1160964041
258	0.1158126255
259	0.1155733716
260	0.1151272188
261	0.1149008671
262	0.1144628932
263	0.1140688783
264	0.1138247706
265	0.1134923266
266	0.1132254546
267	0.112747843
268	0.1124796403
269	0.1121590811
270	0.1117921514
271	0.1115172032
272	0.1111643635
273	0.1109691882
274	0.1107341006
275	0.1105249634
276	0.1102602286
277	0.1099723489
278	0.1097785012
279	0.1095621577
280	0.1093152114
281	0.10909767
282	0.1088771899
283	0.1085548957
284	0.1082772756
285	0.1081096438
286	0.1078939559
287	0.1076827321
288	0.1074492533
289	0.1072156916
290	0.106912029
291	0.1067461498
292	0.1065694711
293	0.1062757606
294	0.1061161426
295	0.1059160766
296	0.1057082974
297	0.1055110988
298	0.1052013465
299	0.1050077904
300	0.104848077
301	0.1046321493
302	0.1044342652
303	0.1042205578
304	0.1040536348
305	0.1037841117
306	0.1035876513
307	0.1034296203
308	0.1032469312
309	0.1030592725
310	0.1028727639
311	0.1027145793
312	0.102559008
313	0.1023616651
314	0.102091111
315	0.1018953652
316	0.1016258384
317	0.1014631096
318	0.1011813756
319	0.1009911591
320	0.10088153
321	0.1007272375
322	0.1006058834
323	0.1004247541
324	0.1002778067
325	0.1000588581
326	0.09989410994
327	0.09976172715
328	0.09958540805
329	0.09936525634
330	0.09920318337
331	0.09904634682
332	0.09886887681
333	0.09857765683
334	0.09837944673
335	0.09817441839
336	0.09800126951
337	0.09785234125
338	0.09769904485
339	0.09756339379
340	0.09742046764
341	0.09728510555
342	0.09709186897
343	0.0969774361
344	0.09684590552
345	0.09668669286
346	0.09645772447
347	0.09630434353
348	0.09614682057
349	0.09599353832
350	0.09585494625
351	0.09564738701
352	0.09546294231
353	0.09529746073
354	0.09514962635
355	0.09499179768
356	0.09476726566
357	0.09461638694
358	0.0944683437
359	0.09431776467
360	0.0941815475
361	0.09394590053
362	0.09381979415
363	0.09363940893
364	0.09347576961
365	0.09334577218
366	0.09321754396
367	0.09305699874
368	0.09293725715
369	0.09281100619
370	0.09254976817
371	0.09243157422
372	0.09227198214
373	0.09207856389
374	0.09194566296
375	0.09183648475
376	0.09170470967
377	0.09156122652
378	0.09139157939
379	0.09124480496
380	0.09109406338
381	0.09100365488
382	0.09082989594
383	0.09064921048
384	0.09047680321
385	0.09036403602
386	0.09018995472
387	0.09006380389
388	0.08987122394
389	0.08976780058
390	0.08960325471
391	0.08940672401
392	0.08928845893
393	0.08919191478
394	0.08903351991
395	0.08891291907
396	0.08879372704
397	0.08864855409
398	0.08854025475
399	0.08842439579
400	0.08834010648
401	0.08824977922
402	0.08817116017
403	0.08806392379
404	0.08795178081
405	0.08784724441
406	0.08769038453
407	0.08751488512
408	0.08740823329
409	0.08724576114
410	0.08712371552
411	0.0870055387
412	0.0868908901
413	0.08673487296
414	0.08660131144
415	0.08649567375
416	0.08635935865
417	0.08620508461
418	0.08611944759
419	0.08598766916
420	0.08586668407
421	0.08573493867
422	0.08559311537
423	0.08548996044
424	0.08537857978
425	0.08530466246
426	0.08520981295
427	0.08509589485
428	0.08501529675
429	0.08486100665
430	0.08475952614
431	0.08460296705
432	0.08453481
433	0.08440558559
434	0.08426491088
435	0.08413194122
436	0.08401234889
437	0.08386229068
438	0.08377658141
439	0.08366246621
440	0.08355821319
441	0.08345090117
442	0.08336094819
443	0.08321096026
444	0.08307371678
445	0.08293692131
446	0.08280218103
447	0.08270223205
448	0.08262740048
449	0.08249615574
450	0.08241960161
451	0.08234232372
452	0.08226088011
453	0.08212946787
454	0.08204738704
455	0.08196166629
456	0.08188472158
457	0.08180324876
458	0.0817082446
459	0.08158015961
460	0.08151584083
461	0.08144474633
462	0.08131768144
463	0.08118469889
464	0.0810892526
465	0.08100271082
466	0.08087354015
467	0.08079455995
468	0.08069631794
469	0.08056756122
470	0.08046710868
471	0.08036913969
472	0.08026802152
473	0.08018763646
474	0.08010023567
475	0.07999535013
476	0.07993426566
477	0.07981776809
478	0.07971152345
479	0.07963904614
480	0.07952195817
481	0.0794050674
482	0.07933087379
483	0.07921396005
484	0.07914075286
485	0.07905727088
486	0.07898245312
487	0.07891216389
488	0.07880851339
489	0.07874839953
490	0.07864683086
491	0.07856453241
492	0.078442946
493	0.07837397443
494	0.07826136526
495	0.0781907936
496	0.07808723812
497	0.07799254803
498	0.07786233202
499	0.07776651742
500	0.07766216165
501	0.07759157325
502	0.07753423334
503	0.07744046371
504	0.07738322548
505	0.0773176919
506	0.07722470508
507	0.07712494992
508	0.07701367311
509	0.07694528082
510	0.07687809415
511	0.07682396161
512	0.07670512802
513	0.0766184884
514	0.07656169784
515	0.07647652411
516	0.07637272157
517	0.0763120294
518	0.07622757324
519	0.07615601314
520	0.07606804236
521	0.07597425742
522	0.07591514125
523	0.07582828715
524	0.07573503355
525	0.07566925894
526	0.07557753993
527	0.07550778148
528	0.07544966742
529	0.07534506984
530	0.0752709035
531	0.0752001442
532	0.07507462615
533	0.07499202971
534	0.07491200121
535	0.07486006091
536	0.07480849474
537	0.07474470341
538	0.0746856944
539	0.07462814484
540	0.07456750256
541	0.07447563408
542	0.07440561294
543	0.07433051672
544	0.07426530066
545	0.07421826319
546	0.07416140971
547	0.07409224265
548	0.07404004223
549	0.07394217316
550	0.07385470478
551	0.07376390828
552	0.07367386931
553	0.07359510805
554	0.0735574326
555	0.07347611147
556	0.07337808719
557	0.07331763381
558	0.07326830418
559	0.07321412987
560	0.07314296133
561	0.07307262328
562	0.07300071978
563	0.07292977645
564	0.07287538244
565	0.07282355235
566	0.07277216856
567	0.07269484811
568	0.07265428149
569	0.07256160852
570	0.0724996475
571	0.0724492983
572	0.07239973519
573	0.07231956096
574	0.07226950464
575	0.07220015598
576	0.07215615563
577	0.07210478117
578	0.07203622776
579	0.07196375384
580	0.07189692587
581	0.07185697176
582	0.07257562955
583	0.07251138999
584	0.07242607291
585	0.07237915705
586	0.07233559927
587	0.07228894399
588	0.07222912017
589	0.07214154749
590	0.07209677545
591	0.07201896649
592	0.07197828751
593	0.07193049664
594	0.07188779998
595	0.07180788812
596	0.07176960233
597	0.07171464867
598	0.07166582035
599	0.07159400473
600	0.07155234821
601	0.0714898124
602	0.07144766541
603	0.07139631701
604	0.07132518669
605	0.07125267116
606	0.07121514665
607	0.07116914185
608	0.07111925027
609	0.07108435178
610	0.07101715135
87
593	0.03640284489
594	0.03640285561
595	0.0364028328
596	0.03640284698
597	0.0364028338
598	0.03640282223
599	0.03640281649
600	0.03640280987
601	0.03640283673
602	0.03640280704
603	0.03640281528
604	0.03640281133
605	0.03640279592
606	0.03640278381
607	0.03640276832
608	0.03640278004
609	0.03640277105
610	0.03640276444
611	0.03640277063
612	0.03640274869
613	0.03640273883
614	0.03640276219
615	0.03640275483
616	0.03640272661
617	0.03640272238
618	0.03640273061
619	0.03640273537
620	0.03640272803
621	0.03640273014
622	0.03640272882
623	0.03640271939
624	0.03640271999
625	0.03640272683
626	0.03640270646
627	0.03640270571
628	0.03640268062
629	0.03640270474
630	0.0364026989
631	0.03640267333
632	0.03640268478
633	0.03640267124
634	0.03640267523
635	0.03640267457
636	0.03640267415
637	0.03640266597
638	0.03640266659
639	0.03640265779
640	0.03640265156
641	0.03640266195
642	0.03640265489
643	0.03640265621
644	0.03640265647
645	0.03640266374
646	0.03640265903
647	0.03640264613
648	0.0364026402
649	0.03640264687
650	0.03640264031
651	0.03640262701
652	0.03640262101
653	0.03640261822
654	0.03640261369
655	0.03640260445
656	0.03640260637
657	0.03640259744
658	0.03640259343
659	0.03640260534
660	0.03640260269
661	0.03640261114
662	0.0364026114
663	0.03640260248
664	0.03640259721
665	0.03640260109
666	0.03640260258
667	0.03640259611
668	0.03640260377
669	0.03640259745
670	0.03640259564
671	0.03640259318
672	0.03640259174
673	0.03640260366
674	0.03640259234
675	0.03640259035
676	0.03640259476
677	0.03640259609
678	0.03640259339
679	0.03640256625
680	0.03640256311
681	0.03640257165
682	0.03640257795
683	0.03640257244
684	0.03640258207
685	0.03640258791
686	0.03640257306
687	0.03640257503
688	0.03640256238
689	0.03640256565
690	0.03640257305
691	0.03640257036
692	0.03640257092
693	0.03640256879
694	0.03640256113
695	0.03640256113
696	0.03640256113
697	0.03640256113
698	0.03640256113
699	0.03640256113
700	0.03640256113
701	0.03640256113
702	0.03640256113
703	0.03640258229
704	0.03640258229
705	0.03640258229
706	0.03640258229
707	0.03640258229
708	0.03640258229
709	0.03640257078
710	0.03640257078
711	0.03640255482
712	0.03640255482
713	0.03640255482
714	0.03640255482
715	0.03640255482
716	0.03640255482
717	0.03640255529
718	0.03640255529
719	0.03640255529
720	0.03640255529
721	0.03640255529
722	0.03640255529
723	0.03640255529
724	0.03640255097
725	0.03640255097
726	0.03640255097
727	0.03640255294
728	0.03640255294
729	0.03640255294
730	0.03640255294
731	0.03640255294
732	0.03640255294
733	0.03640255294
734	0.03640255294
735	0.03640255294
736	0.03640255337
737	0.03640256814
738	0.03640256077
739	0.03640254565
740	0.03640255569
741	0.03640253771
742	0.03640253771
743	0.03640253771
744	0.03640253771
745	0.03640253771
746	0.03640253771
747	0.03640253771
748	0.03640253771
749	0.03640253771
750	0.03640253771
751	0.03640253771
752	0.03640253771
753	0.03640253771
754	0.03640253771
755	0.03640253771
756	0.03640253771
757	0.03640253771
758	0.03640253771
759	0.03640253771
760	0.03640253771
761	0.03640253771
762	0.03640253771
763	0.03640253771
764	0.03640253771
765	0.03640253771
766	0.03640253771
767	0.03640253771
768	0.03640253771
769	0.03640253771
770	0.03640253771
771	0.03640253771
772	0.03640253771
773	0.036402536
774	0.036402536
775	0.036402536
776	0.036402536
777	0.036402536
778	0.036402536
779	0.036402536
780	0.036402536
781	0.036402536
782	0.036402536
783	0.036402536
784	0.036402536
785	0.036402536
786	0.036402536
787	0.036402536
788	0.036402536
789	0.036402536
790	0.036402536
791	0.036402536
792	0.036402536
793	0.036402536
794	0.036402536
795	0.03640254393
796	0.03640254393
797	0.03640254393
798	0.03640254393
799	0.03640254393
800	0.03640254393
801	0.03640254393
802	0.03640254393
803	0.03640254393
804	0.03640254393
805	0.03640254393
806	0.03640254393
807	0.03640254393
808	0.03640254393
809	0.03640254393
810	0.03640254393
811	0.03640254393
812	0.03640254393
813	0.03640254393
814	0.03640254393
815	0.03640254562
816	0.03640254562
817	0.03640254562
818	0.03640254562
819	0.03640254403
820	0.03640254403
821	0.03640254403
822	0.03640254403
823	0.03640254403
824	0.03640254403
825	0.03640254403
826	0.03640254403
827	0.03640254403
828	0.03640254403
829	0.03640254403
830	0.03640254403
831	0.03640254403
832	0.03640254403
833	0.03640254403
834	0.03640254403
835	0.03640254403
836	0.03640254403
837	0.03640254403
838	0.03640254403
839	0.03640254403
840	0.03640254403
841	0.03640254403
842	0.03640254403
843	0.03640254403
844	0.03640254403
845	0.03640254403
846	0.03640254403
847	0.03640254403
848	0.03640254403
849	0.03640254403
850	0.03640254403
851	0.03640254403
852	0.03640254403
853	0.03640254403
854	0.03640254403
855	0.03640254403
856	0.03640254403
52	0.03388594588
853	0.03388594588
854	0.03388594588
855	0.03388594588
856	0.03388594588
857	0.03388594588
858	0.03388594588
859	0.03388594588
860	0.03388594588
861	0.03388594588
862	0.03388594588
863	0.03388594588
864	0.03388594588
865	0.03388594588
866	0.03388594588
867	0.03388594588
868	0.03388594588
869	0.03388594588
870	0.03388594588
871	0.03388594588
872	0.03388594588
873	0.03388594588
874	0.03388594588
875	0.03388594588
876	0.03388594588
877	0.03388594588
878	0.03388594588
879	0.03388594588
880	0.03388594588
881	0.03388594588
882	0.03388594588
883	0.03388594588
884	0.03388594588
885	0.03388594588
886	0.03388594588
995
889	0.03247182995
890	0.03247182995
891	0.03247182995
892	0.03247182995
893	0.03247182995
894	0.03247182995
895	0.03247182995
896	0.03247182995
897	0.03247182995
898	0.03247182995
899	0.03247182995
900	0.03247182995
901	0.03247182995
902	0.03247182995
903	0.03247182995
904	0.03247182995
905	0.03247182995
906	0.03247182995
907	0.03247182995
908	0.03247182995
909	0.03247182995
910	0.03247182995
911	0.03247182995
912	0.03247182995
913	0.03247182995
914	0.03247182995
915	0.03247182995
916	0.03247182995
917	0.03247182995
918	0.03247182995
919	0.03247182995
920	0.03247182995
921	0.03247182995
922	0.03247182995
923	0.03247182995
924	0.03247182995
925	0.03247182995
926	0.03247182995
927	0.03247182995
928	0.03247182995
929	0.03247182995
930	0.03247182995
931	0.03247182995
932	0.03247182995
933	0.03247182995
934	0.03247182995
935	0.03247182995
936	0.03247182995
937	0.03247182995
938	0.03247182995
939	0.03247182995
940	0.03247182995
941	0.03247182995
942	0.03247182995
943	0.03247182995
944	0.03247182995
945	0.03247182995
946	0.03247182995
947	0.03247182995
948	0.03247182995
949	0.03247182995
950	0.03247182995
951	0.03247182995
952	0.03247182995
953	0.03247182995
954	0.03247182995
955	0.03247182995
956	0.03247182995
957	0.03247182995
958	0.03247182995
959	0.03247182995
960	0.03247182995
961	0.03247182995
962	0.03247182995
963	0.03247182995
964	0.03247182995
965	0.03247182995
966	0.03247182995
967	0.03247182995
968	0.03247182995
969	0.03247182995
970	0.03247182995
971	0.03247182995
972	0.03247182995
973	0.03247182995
974	0.03247182995
975	0.03247182995
976	0.03247182995
977	0.03247182995
978	0.03247182995
979	0.03247182995
980	0.03247182995
981	0.03247182995
982	0.03247182995
983	0.03247182995
984	0.03247182995
985	0.03247182995
986	0.03247182995
987	0.03247182995
988	0.03247182995
989	0.03247182995
990	0.03247182995
991	0.03247182995
992	0.03247182995
993	0.03247182995
994	0.03247182995
995	0.03247182995
996	0.03247182995
997	0.03247182995
998	0.03247182995
999	0.03247182995
1000	0.03247182995
1001	0.03247182995
1002	0.03247182995
1003	0.03247182995
1004	0.03247182995
1005	0.03247182995
1006	0.03247182995
1007	0.03247182995
1008	0.03247182995
1009	0.03247182995
1010	0.03247182995
1011	0.03247182995
1012	0.03247182995
1013	0.03247182995
1014	0.03247182995
1015	0.03247182995
1016	0.03247182995
1017	0.03247182995
1018	0.03247182995
1019	0.03247182995
1020	0.03247182995
1021	0.03247182995
1022	0.03247182995
1023	0.03247182995
1024	0.03247182995
1025	0.03247182995
1026	0.03247182995
1027	0.03247182995
1028	0.03247182995
1029	0.03247182995
1030	0.03247182995
1031	0.03247182995
1032	0.03247182995
1033	0.03247182995
1034	0.03247182995
1035	0.03247182995
1036	0.03247182995
1037	0.03247182995
1038	0.03247182995
1039	0.03247182995
1040	0.03247182995
1041	0.03247182995
1042	0.03247182995
1043	0.03247182995
1044	0.03247182995
1045	0.03247182995
1046	0.03247182995
1047	0.03247182995
1048	0.03247182995
1049	0.03247182995
